Kulin Lalbhai — Vice Chairman and Non-Executive Director,"As we exit the year, we feel confident that we will continue to see a significant expansion in our EBITDA margins moving forward. A very significant milestone for us is achieving a return on capital employed of close to 15%. We’ve stated a medium-term objective of reaching return on capital employed of 20% and that objective is now well within reach.",ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,"Our North Star at AFL will be to achieve a high return on capital employed and strong operating cash flows. And hence, all the decisions we have taken in the past many years are towards achieving this objective. We exited unprofitable businesses, reduced asset intensity by increasing the share of franchising in our business, significantly improved our gross margins through better full price sell-through and dramatically reduced our gross working capital days.",ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,"Strong controls on inventory have improved our inventory turns to more than 4 times. And by pivoting to a consignment model in our franchise network rather than the nine-sell [Phonetic] model, we have optimized our receivable days as well. We could have had an even higher EBITDA had we not made these business model changes, but these changes have resulted in a more robust business model, where we have full control over our inventory in the franchise stores and hence much better turns and lower receivables and therefore, higher return on capital employed.Our gross working capital days are the lowest in the company’s history and have gone down by 22 days over the last year. This strategy of investing strongly behind our power brands and scaling them up in this asset-light consignment driven business model in retail will ensure strong growth with strong operating cash flows in the years to come. The customer demand remains soft, but we believe we have many growth drivers to scale up our business. We will increase our retail penetration with a healthy store opening plan. Our direct-to-consumer online business is showing great promise and our new category expansion into footwear, kidswear and innerwear is gaining momentum.",ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,"Our percentage EBITDA should continue to improve, driven by better productivity and sell-throughs, improvement in profitability of brands like Arrow and higher operating leverage. While we enter the new year with cautious optimism, we remain confident with the strength of our brands and our execution capabilities to navigate this environment.",ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,I would like to now hand it over to Shailesh to take us through the specifics and more details about the financial performance.,ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Thanks a lot, Kulin, and good afternoon, friends. Two years back during the COVID pandemic, we had — AFL went on a path of decisive focus to put our entire weight behind re-energizing profitable growth. We’ve built one of its kind and very powerful portfolio of market-leading brands like U.S. Polo Association, Tommy Hilfiger, Calvin Klein, Arrow and Flying Machine. With this decisive focus, AFL has doubled its revenue in the last two years, going from nearly INR1,900 crores to now nearly INR4,500 crores, it’s a swing of INR2,500 crores in two years.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"In these two years, the growth in EBITDA has been even higher. In the previous year FY ’22, AFL saw INR140 crores swing in EBITDA. And now in just completed FY ’23 year, AFL EBITDA went up by another INR260 crores. AFL EBITDA has doubled in FY ’23 with gain in EBITDA percentage margin of 330 basis points. The growth in EBITDA in the last two years INR400 crores. Power brand EBITDA is at a healthy place at 12.6% at end FY ’23, delivering PBT swing at AFL of nearly INR240 crores and a PAT swing of nearly INR300 crores.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Q4 saw good results, starting with January, which finally saw the onset of peak winter. And with our strength in winter wear, we saw a very good full price sell-through of winter goods that time. and for the entire full season of fall holiday ’22. Q4 revenue at INR1,140 crores meant a growth of 24%, aided by like-to-like growth in retail of 17%. Department store grew 60%, and MBO channel grew by 50%. USPA in the whole year grew by nearly INR600 crores in NSV. Arrow also is now a sharpen avatar now and with an impressive swing in EBITDA, which is based on healthy full price sell-throughs and strong like-to-like growths.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Tommy and CK have continued their path of excellence and has crossed revenue scale of INR1,000 crores in this JV with extremely healthy margins. These brands lead the industry in retail experience and business KPIs. Flying Machine saw a new brand logo, launch of a new brand logo and a new brand architecture, and we are leaving no stone unturned to take FM scale to the desired ambitious levels in the next few years. Footwear business is showing very encouraging traction with its market-leading position and growth in 40% to 50% range with very healthy margins. We are premiumizing all our brands, and we have touch points in order to offer a differentiated brand experience to consumers. In addition to very profitable growth of brands, we have kept a keen eye on working capital that resulted in 10 days improvement in inventory and 12 days improvement in debtors in quarter four.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"The supply chain initiative of last two odd years, including focused project on core line has started to pay early dividends. In the current market conditions, we’ll continue to keep a keen eye on execution and operational rigor so that we continue to gain profitability through better retailing standards and higher full price sell-through. We see large growth potential in our brands, and we’ll continue to grow scale and gain scale leverage and make our brands more profitable. in our build versus buy strategy, capital efficiency will remain the key priority. Thank you.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Arora — Head of Investor Relations,"Rico, we can open it up now for Q&A.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Arora — Head of Investor Relations,Questions and Answers:,ARVINDFASN,ARVIND FASHIONS LTD 
Operator,"Thank you, sir. [Operator Instructions] Our first question is from the line of Nishid Shah from Ambika Fincap. Please go ahead.",ARVINDFASN,ARVIND FASHIONS LTD 
Nishid Shah — Ambika Fincap — Analyst,"Yes. Thanks for taking my question. Congratulations on a very, very good set of numbers. My first question is relating to the Sephora. On the online side, I think one year back, we discussed about it that we should be seeing some initiative. So, can you elaborate on this? Now what’s the situation? And how do we see it going forward?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Hi, sir. The situation on Sephora is — there is a status quo there. And we don’t have anything incremental to add and it remains currently a very prestigious offline business selling mortgage brands to women consumers. We haven’t sort of launched a new online initiative as yet.",ARVINDFASN,ARVIND FASHIONS LTD 
Nishid Shah — Ambika Fincap — Analyst,"The experience at the store is excellent. In fact, it is much better than shopping at any of the international airport’s duty-free shops. So I was just wondering what is stopping us from launching Sephora online in India? It is there on nnnow.com. But if you have it as Sephora, it makes a whole lot of a difference. And there is a competition catching up with Nykaa and Reliance also launching on to it. I’m sure that it must be on the mind and you are working on it.",ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,"We said this earlier as well, and this is one of the discussion points which we have with our partners. As Shailesh mentioned, we don’t have an update on that yet, but of course, it is an area which we are in constant discussions with the global Sephora team.",ARVINDFASN,ARVIND FASHIONS LTD 
Nishid Shah — Ambika Fincap — Analyst,"My second question is relating to the overall size and the direction, you are right now at about INR4,400 crores going by the normal growth rate that you would expect to achieve over the next three years, you will be almost $1 billion or maybe $1 billion-plus. Would you like to elaborate on that?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Nishid, we won’t sort of comment what our current strategy is to grow the brand’s profitability and we don’t see any change of strategy. We’ll continue to grow our business at 12% to 15% CAGR, that’s our guidance to the market. And we stick to that guidance that in the medium-term, all our growth engines are still firing beyond store expansion, building marketplace capability online, also continue to focus on sell-through and grow the like-to-like growth of our store. Our adjacent categories are doing well. So we will continue to grow the way we have grown in the last two years and wherever it takes, it takes — we will stick to our strategy.",ARVINDFASN,ARVIND FASHIONS LTD 
Nishid Shah — Ambika Fincap — Analyst,"Kulin, 12% to 15%, actually, 12% is the nominal GDP growth. If you look at 7% inflation and 6% to 7% growth, real growth, then we are talking about 13% to 14% nominal GDP growth. So if you say 12%, then you are going to actually be losing out on the market share. And you talked about so many initiatives, so many new category additions and all, then we should be at least aiming for at least 18% to 22% kind of a growth. Isn’t it?",ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,"No, what you are saying is fair. I mean, if you look at our last few years, we have been growing fast, even adjusted for COVID and no decision we will take in the company will not maximize the growth potential. The only thing we will always do is we are wanting profitable growth where growth gets converted into very healthy operating cash flows. And you have been seeing how we have been delivering on that. So as long as we are able to grow with the healthy opportunity, there won’t be a stone unturned that the company will use every means possible to grow in a healthy fashion. Now with 15% as being our kind of median projection over the next three years, whether it is plus some percent points or minus percent points, depends on market conditions at that given point.",ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,"But I think even the numbers which you have said, if the markets are very responsive even we have been growing at 18% in the past. I think what we want to be very clear about is that we want healthy growth in the company, and we will not take decisions to accelerate growth at the cost of strong bottom line and operating cash flows.",ARVINDFASN,ARVIND FASHIONS LTD 
Nishid Shah — Ambika Fincap — Analyst,Yes. Thanks a lot for good answer on that. I’ll get back into the queue. Thank you very much.,ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Thank you, sir.",ARVINDFASN,ARVIND FASHIONS LTD 
Operator,Thank you. Our next question is from the line of Darshil Jhaveri from Crown Capital. Please go ahead.,ARVINDFASN,ARVIND FASHIONS LTD 
Darshil Jhaveri — Crown Capital — Analyst,"Hello. Good afternoon, sir, and thank you so much for taking my question. Firstly, sir, congratulations on a great set of results. Sir, with respect to our margins, now you finally consistent double-digit margin, so what kind of further leverage that we can see? Because we have a good adding of premium brands. So what would be our take in terms of our margins? Like we said you want to do it better, but some kind of a range that our target is maybe over the next two, three years?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Yes. So on the margin side, I will say, first, the — what are the inputs that will drive our margins and then we can talk about some percentage. So if you look at a lot of our focus is on the operational rigor, efficiency. So we look at both the product side and the retail side margin improvement, so on the product side, improving full price sell-through, reducing discounting, buying better, a lot more focus on that side.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"And we see an opportunity to grow our margin on the product side. Also on the channel mix, we are looking at getting higher business from more profitable channels, and we’re also trying to reduce our discounting. So overall, the efficiency, the product rigor and the retail rigor offline/online, both is likely to give us some uptick in the gross margin. In addition to that, we have the second bucket of turning around profitability of some brands even more. So happy that Arrow has turned around in FY ’23 and has a very large EBITDA swing from FY ’22. So that’s helping grow the GP for AFL. And we see that both Arrow and Flying Machine need to higher scale, they’re a little soft scale currently. And as they go in their journey for bigger scale, we will also get more margin coming from that.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"And the third side on the margin is the operating leverage. As we grow the scale like we have doubled our business in the last two years, and we continue to hopefully grow at market-leading growth rate, that will also flow into our additional margin EBITDA. So these are the broad sort of direction where the EBITDA is flowing. Now I talk to the specific guidance. See, we have a guidance for company that we need to grow our EBITDA close to 1.5% to 2% on an annual basis, that’s a minimum sort of guidance from our side. And we see that we will be able to continue to grow that space and if the markets are better, even at a higher pace.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Also in power brands, we will need to achieve double-digit EBITDA soon, and we are working very hard to that, and we have internal goals to reach that quickly. So those are the guidance that every year, we need to take the EBITDA at least 1.5% to 2% in that zone, I think more like 1.5% growth, and that will lead to the level that we’ll be happy with in next one to two years.",ARVINDFASN,ARVIND FASHIONS LTD 
Darshil Jhaveri — Crown Capital — Analyst,"Okay, sir. Thank you so much for the detailed answer. So sir, with respect to, I think we’ve mentioned we might see some softening of demand. So would that — how are we seeing now two months in the year. So what is the consumer sentiment that we could see that what are we expecting? Is the demand issue that is why we are maybe focusing on 12% to 15% growth, because we’ve been growing at a very substantial rate. Could you just help me understand how the environment is currently?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"See, I would say the current market conditions are soft. And I would say despite the market condition, given the strength of our brand and our confidence in our ability to execute strongly, we are likely to deliver fairly competitive growth going forward. And as the market sort of improves which, likely to be from festival time, the growth rate still likely to go up further. So we will stay focused on our growth drivers, like I said, store expansion, building online marketplace, improving like-to-like growth in our store, growing adjacent category like footwear and kidswear, etc. So we will continue to fire on all of cylinders. We want to build these brands to mega brands and we will continue to focus on growing these businesses.",ARVINDFASN,ARVIND FASHIONS LTD 
Darshil Jhaveri — Crown Capital — Analyst,"Okay, sir. That’s helpful. And if I may, sir, one more question. I just wanted to understand about our tax rate. So will we — because of our prior losses will that help in our taxation or how would that just happen?",ARVINDFASN,ARVIND FASHIONS LTD 
Girdhar Kumar Chitlangia — Chief Financial Officer,"This is Girdhar here, Girdhar Chitlangia. Yes, you’re right. There’s still — our accumulated losses will help us in our taxes in the future.",ARVINDFASN,ARVIND FASHIONS LTD 
Darshil Jhaveri — Crown Capital — Analyst,"So going forward, what would be the effective tax rate? Because I think this year, we’ve still shown as 30%, so…",ARVINDFASN,ARVIND FASHIONS LTD 
Girdhar Kumar Chitlangia — Chief Financial Officer,"So there are two things there. One is the tax regime and other it’s ultimately, we pay our tax. Two different questions here. So we are currently in the current tax regime only. And in the future, I mean, we keep evaluating. As and when we get an opportunity to move to a new regime, we will. Of course, we have the option of continuously utilizing our cost.",ARVINDFASN,ARVIND FASHIONS LTD 
Darshil Jhaveri — Crown Capital — Analyst,"Okay, sir. So like if I can understand that we’re not paying out cash profit, it is just a book entry currently, if I could — that could make sense?",ARVINDFASN,ARVIND FASHIONS LTD 
Girdhar Kumar Chitlangia — Chief Financial Officer,Yes.,ARVINDFASN,ARVIND FASHIONS LTD 
Darshil Jhaveri — Crown Capital — Analyst,"Okay. Thank you so much, sir. Thank you so much for answering all my questions. All the best for the future.",ARVINDFASN,ARVIND FASHIONS LTD 
Operator,Thank you. Our next question is from the line of Ankit Kedia from PhillipCapital. Please go ahead.,ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Kedia — PhillipCapital — Analyst,"Sir, my first question is regarding the working capital. I think excellent work on the inventory days and collection fee. Just wanted to understand, have you changed accounting with the franchisee owners or wholesalers to reduce the inventory or status quo on that front?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"See, over a — there’s nothing dramatically done in last one quarter, but over the last two, three years, we’ve been gradually changing the model to maximize ROCE and capital conversion. So we used to do a lot more outright billing in the past. But now we have moved — like the industry has also moved, to a consignment model. It’s been done gradually. It’s not like a one-off in quarter four. And we believe that’s the right model because the cash collection is faster there, our ability to manage the assortment of merchandise and drive the full price store in a more scientific automatic — automated way is better. So we like in this we’ve also made some changes, but they have been very gradual on this.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Kedia — PhillipCapital — Analyst,"Sir, so in this, the inventory is on our books or on the franchisee books? And — or do we accounting and practical could be two different things, right? So if you can explain the buy-and-sell model historically and now consignment model, how is it different on paper and actually?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Yes. So in the past, then the outright model, the inventory gets transferred at the time of billing to the franchisees. And then that franchise is supposed to pay back to us as per the terms we have with the party. Now after that, the whole experience and the whole scientific rigor of ensuring very healthy sell-through as franchisee. All the tools are get transferred also the franchisee, we don’t even have visibility of level detailing. The industry, and we have moved to a consignment model where the goods — the title remains with us, with the company. And based on the sale, every day the sale gets elected, it’s transferred back to us. And at a pre-decided margin commission, we pay them on a monthly basis, the commission.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Kedia — PhillipCapital — Analyst,So the inventory which is reduced is sitting on our books and despite that the inventory days have come down. Is that the right way to look at it?,ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"That’s the right — also, what happens is that you’re right that with all this back-end being a little more scientifically handled, automated replenishment, the throughput of the inventory gets in our way, and it’s a scientific knowledge and now machines are doing it. So we need the whole inventory pool to be guided by the machine learning. Second part is that when the inventory is with us, it also gives the opportunity for us to do the omni business because we have a clear visibility of omni, then it gets sort of through, our own omni method gets exposed to the consumers online.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"And then we push the full price sell-through to the omni conversion also. And in our stores, A lot of our stores, the omni contribution is in high single-digits. So that’s a further push into full-price business. So you’re right in a way that despite the inventory being on our books, we are seeing much faster turns in our business. And like we mentioned, the stock turn have crossed four now.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Kedia — PhillipCapital — Analyst,"And sir, because of that from a revenue recognition perspective, now we are looking at full revenue and the expenses the franchisee commission comes as expenses because of this accounting. So that way, over three years, if the transition has happened over the last two, three years, the revenue has bumped up by that percentage of the franchisee commission?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Yes, gross margin and the revenues do get slightly increased. But — and also the franchisee commission will come below the GP as an other expenses and profitability comes. So percentage EBITDA comes down in this model because the revenue recognition is at the MRP-ish level. whereas the margins are after reducing the expenses. But — so while the denominator goes up, but overall, we see in a medium-term, the — our ability to sell full price and lower discounting goes up. So that’s why overall EBITDA goes up. So basically, this is a model which is optimizing return on capital employed. So ROCE is North Star and this method gives us opportunity to do faster stock turn and improve ROCE.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Kedia — PhillipCapital — Analyst,"Sure. Sir, in channel-wise, can you just help us with channel-wise margins on a ballpark basis, what they would be? And how are we looking at the mix here online MBO and retail business now?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Yes. So let me first give you a sense of — see, we are fortunate. We have multiple very well-developed channels, be retail, department store, trade, online. And within online, we have both wholesale as well as our own marketplace. So at an annualized level, our retail contribution now is around 43%, which has gone up by 4% in last year.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"Department store is at that 12% to 13%. That also — because the department store took some more time to recover. So this year, we’ll see further continuing growth in department store percentage, and they are now at around 13%. Trade tends to be on an average at 15%, we are at around 17%. But between department store and trade that we get around 30%. Then we have a healthy online, we are the leader in the online space where our contribution has been between 20% to 25%. And then we have small other channels like export or liquidation, which is like 4% to 5% of the business.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"So this is the whole sort of a channel mix and our entire effort is to drive channels, which give us better opportunity to give experience so be it the retail channel, be it the online marketplace model. We prefer where we have a larger say on things like consumer experience, product assortment, discounting and fastest time. So that’s where our philosophy on the channel is currently.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Kedia — PhillipCapital — Analyst,"So from a margin perspective, then retail would give you the full control end-to-end. So is it fair to assume that the retail is the highest margin, while trade would be the least. But actually, I believe trade is the less margin, right, where you still don’t have control. So if you can just help us.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"See, every channel has its own dynamics on margin and expenses. So it will not be fair to answer that question. But our priority is to focus on experience right now.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Kedia — PhillipCapital — Analyst,"And on online own website versus third-party marketplace and a lot of there, we are seeing companies shifting to omni and not outright. How is that movement in online happening? And how does that impact margins?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"But that’s a major strategy for us to divert the online demand for our exciting brands to marketplace model. And in this quarter, our marketplace business grew by 75%. What happens is that in marketplace the whole assortment of inventory, we do it very scientifically. We create a lot of exclusive and very strong linkages with our stores on omni side. So overall, we are building this marketplace model very strongly, and we’re putting a lot of resources and energy behind that.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Kedia — PhillipCapital — Analyst,So today it would be 50%?,ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,"Ending this model a bit very simplistically. In the older buy-and-sell model in online, you would sell actual inventory to the partners. And then the control of how they sell it at what price they sell it, it’s with them. And it also meant that your inventory then is in different places with different partners. In a marketplace model, the inventory all is with us, in our warehouses and our stores. And because the inventory is centralized and all the demand comes to one centralized pool of inventory, we not only control the pricing in the presentation, but the same inventory pool is catering to all the demand.",ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,"So it is a much more efficient way to even get inventory sell-throughs to happen. So I think the pivot towards marketplace is a very strategic one. It means our company has to also obviously developed capabilities around not only fulfilling the orders, along with the — I mean, from our stores and warehouses, but also maintaining the listing, creating demand. These are all now very scientific new age capabilities, and that has — those capabilities have been built by the company over the last two years. So we are pivoting even our online business from a buy and sell to more of a marketplace model, where we take full control. So that is the strategic significance of the shift we are making.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Kedia — PhillipCapital — Analyst,"Sure. If I can ask one last question? This quarter, there is some discontinued operations around INR1 crore loss. Any brand talking of getting the license go, is it to do with those businesses?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"So Ankit, just to clarify, we had our old inventory for the discontinued operations, which is what we had done over the last two years. We have completely cleaned that in this quarter. And it’s just a minor loss, which is coming on account of that and there is nothing else apart from that.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Kedia — PhillipCapital — Analyst,"Understood. Thank you so much, and all the best.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,Thank you.,ARVINDFASN,ARVIND FASHIONS LTD 
Operator,Thank you. [Operator Instructions] Our next question is from the line of Pritesh Chheda from Lucky Investment Managers. Please go ahead.,ARVINDFASN,ARVIND FASHIONS LTD 
Pritesh Chheda — Lucky Investment Managers — Analyst,"Yes. Hello sir, congratulations for the growth and the balance sheet inventory turns. I’m still unable to understand what is the pre-Ind AS bridge of — or pre-Ind AS margin that we would have at this scale of business vis-a-vis the scale of business that we had recovered. If you could give those two numbers, it would be very helpful to understand your margin movements?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"See, the post-Ind AS result that we declared, typically, the pre-Ind AS numbers are — there’s a gap of — the difference of around 4%. And you can calculate that yourself. And if I look at the last two years our EBITDA growth, we have done really well. I mean we’ve doubled in the last financial year itself. And in terms of our ROCE, debt level, EBITDA level, we’ve been probably at the healthiest we have seen. From pre-COVID to now, we have seen major changes.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"We have driven some of those changes ourselves in terms of change of model from outright to a consignment model. And a lot of those things have been now. And if you look at last two, three years, we’ve been really focused on increasing our EBITDA. Last year itself, our EBITDA has gone up by 330 basis points. So we are on a healthy trajectory, and we expect that our drivers of margin improvement will continue to go forward. Yes, in that sense, we’re ahead of the pre-COVID EBITDA, when you look at our company results overall on our debt level on inventory levels, level, EBITDA level, we are moving forward.",ARVINDFASN,ARVIND FASHIONS LTD 
Pritesh Chheda — Lucky Investment Managers — Analyst,"So if your pre-Ind AS margin of 6%, you reported is 10% minus 4%, 6%, for a scale of business of INR4,500 crores, we have competing players who have a fairly higher pre-Ind AS margin. So what all steps are still needed? Or if you could tell us the bridge, why are the margins still single-digit?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"See, our EBITDA for the full year is 12.1%. If — you can calculate the pre-Ind AS number, and we’ve really moved forward. Yes, there may be some players who have a higher EBITDA margins than us, and we will continue to improve further. A couple of dynamics, it could be in terms of royalty payments, it could also be a need for us to turn around Arrow in profitability further, to scale up Flying Machine further. So there are a lot of levers and job for us to do, friend. We focus on that, and we are very confident and working hard towards improving our EBITDA further every year.",ARVINDFASN,ARVIND FASHIONS LTD 
Pritesh Chheda — Lucky Investment Managers — Analyst,"What is the drag which comes from Arrow and Flying Machine and the emerging businesses in your EBITDA, if you could give us that it would be very helpful for us to understand what is the EBITDA margin on the residual business?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"So let’s see Arrow as a brand. COVID was really tough for the formal brands and that business and very largely retail-driven business went into losses. And what we have done now is that by making a lot of changes to Arrow, which we have spoken a lot in our past investor calls, we’ve turned around this brand. And this FY ’23 end, it is now low single-digits. It used to be loss making earlier, there’s a large swing in Arrow. So Arrow is at a low single-digit. Many of our brands are at a pre-Ind AS double-digit EBITDA already. You look at our power brand portfolio EBITDA in quarter four itself, you see is at 13.1% post Ind AS. So you can calculate where it is.",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"And Tommy Hilfiger, Calvin Klein, U.S. Polo, footwear, I mean, overall, U.S. Polo is all in double-digit EBITDA already. The brand like Arrow, we have turned around, we are happy about it, but there is a journey ahead to improve it scale further and improve its profitability further.",ARVINDFASN,ARVIND FASHIONS LTD 
Pritesh Chheda — Lucky Investment Managers — Analyst,"Okay. And the emerging brand, what is a drag now from the emerging brand to our EBITDA?",ARVINDFASN,ARVIND FASHIONS LTD 
Shailesh Chaturvedi — Managing Director and Chief Executive Officer,"So if you really see the full year, the emerging brand EBITDA has gone up from 2% earlier to this year is around 5.9%. The emerging brands have improved, and that’s largely coming from Calvin Klein. The other brands that group are Sephora, where the EBITDA margins have remained stable. And discontinued brands like Ed Hardy, IZOD and Aeropostale, where we have a INR5 crore to INR7 crore royalty hit for next one to two years, and that’s the drag that we have currently.",ARVINDFASN,ARVIND FASHIONS LTD 
